cellline_id,drug_id,ic50_value,cancer_type_id
OVTOKO,YM201636,3.437779,1
PANC-02-03,YM201636,1.657522,2
PANC-04-03,YM201636,4.72279,2
PA-TU-8902,YM201636,2.748133,2
PCI-30,YM201636,2.970718,3
PCI-4B,YM201636,2.506072,3
PL4,YM201636,3.086392,2
QGP-1,YM201636,2.973076,2
RERF-LC-KJ,YM201636,1.668965,1
RERF-LC-Sq1,YM201636,4.108243,1
RKN,YM201636,2.037255,1
SAT,YM201636,4.667145,3
SCaBER,YM201636,4.156246,3
SKN-3,YM201636,2.767813,3
SW1271,YM201636,1.392802,1
T-T,YM201636,1.82471,0
TMK-1,YM201636,3.076993,0
TOV-112D,YM201636,1.26637,1
VCaP,YM201636,1.250086,1
WM1552C,YM201636,4.174595,3
WM35,YM201636,1.040171,3
WM793B,YM201636,2.197314,3
GRANTA-519,YM201636,2.496783,3
HCC1500,YM201636,3.713861,1
HCC-33,YM201636,2.739793,1
Sarc9371,YM201636,5.424672,3
YMB-1-E,YM201636,1.977673,1
CHSA8926,YM201636,3.345793,3
COR-L321,YM201636,1.864282,-1
Hs-445,YM201636,2.152506,3
HSC-39,YM201636,3.639675,0
JJN-3,YM201636,1.594411,3
JM1,YM201636,0.898243,3
JSC-1,YM201636,0.623386,3
JURL-MK1,YM201636,1.963959,3
KARPAS-620,YM201636,0.264079,3
KCL-22,YM201636,1.898177,3
KOPN-8,YM201636,0.978473,3
L-1236,YM201636,2.056616,3
MDA-MB-330,YM201636,2.153727,1
ME-1,YM201636,2.320387,3
MOLM-13,YM201636,0.904659,3
MOLP-8,YM201636,1.551132,3
MY-M12,YM201636,0.202447,3
NCI-H1876,YM201636,2.115367,1
NU-DUL-1,YM201636,-0.706293,3
OCI-AML5,YM201636,1.134503,3
OCI-LY-19,YM201636,0.345847,3
OCI-M1,YM201636,1.196881,3
P32-ISH,YM201636,0.39249,3
PL-21,YM201636,0.67336,3
RC-K8,YM201636,2.60111,3
ROS-50,YM201636,1.585411,3
SLVL,YM201636,1.481999,3
SU-DHL-10,YM201636,0.419947,3
SU-DHL-16,YM201636,-0.029319,3
SU-DHL-4,YM201636,0.887182,3
SU-DHL-5,YM201636,0.502451,3
SU-DHL-6,YM201636,0.021208,3
SU-DHL-8,YM201636,0.704037,-1
SUP-HD1,YM201636,0.518006,3
SUP-M2,YM201636,1.404684,3
TK,YM201636,1.182052,3
VAL,YM201636,0.98652,3
WIL2-NS,YM201636,0.955731,3
WSU-DLCL2,YM201636,2.113366,3
MCC13,YM201636,3.177159,3
DOV13,YM201636,2.377258,1
Hey,YM201636,2.298263,1
JHOS-2,YM201636,2.172135,1
JHOS-3,YM201636,2.036682,1
OV-7,YM201636,1.826026,1
OV-17R,YM201636,1.983513,1
OV-56,YM201636,1.910705,1
OVCA420,YM201636,2.26459,1
OVCA433,YM201636,2.632074,1
OVK-18,YM201636,2.179092,1
PEO1,YM201636,3.872472,1
FLO-1,YM201636,1.531043,0
OACp4C,YM201636,0.958178,0
OACM5-1,YM201636,-1.408212,0
SK-GT-4,YM201636,2.783928,0
ESO26,YM201636,1.15304,0
ESO51,YM201636,2.659128,0
KYAE-1,YM201636,0.056536,0
EMC-BAC-1,YM201636,1.510379,1
EMC-BAC-2,YM201636,2.389174,1
TE-4,YM201636,3.961213,0
NCC021,YM201636,2.396466,2
RCC-FG2,YM201636,1.671858,2
RCC-JF,YM201636,2.339005,2
RCC-JW,YM201636,3.717687,2
RCC-ER,YM201636,4.689159,2
RCC-AB,YM201636,1.430115,2
RCC-MF,YM201636,0.669534,2
KMS-11,YM201636,-0.254823,3
SNU-1040,YM201636,1.636397,0
SNU-175,YM201636,0.464943,0
SNU-407,YM201636,0.852277,0
SNU-61,YM201636,2.765989,0
SNU-81,YM201636,3.819291,0
SNU-C5,YM201636,2.997789,0
MC-CAR,Tivozanib,-0.781887,3
PFSK-1,Tivozanib,0.679281,3
A673,Tivozanib,0.241517,3
ES3,Tivozanib,0.203539,3
ES5,Tivozanib,0.468182,3
ES7,Tivozanib,-1.551005,3
EW-11,Tivozanib,0.902929,3
SK-ES-1,Tivozanib,0.421068,3
NCI-H1395,Tivozanib,1.41011,1
COLO-829,Tivozanib,1.091932,3
RT4,Tivozanib,0.379618,3
SW780,Tivozanib,0.866019,3
TCCSUP,Tivozanib,0.839904,3
C-33-A,Tivozanib,0.447225,3
C-4-I,Tivozanib,0.84866,3
ME-180,Tivozanib,0.455784,3
42-MG-BA,Tivozanib,-1.181491,3
8-MG-BA,Tivozanib,-0.180344,3
A172,Tivozanib,0.474502,3
GB-1,Tivozanib,0.424489,3
T98G,Tivozanib,-0.03531,3
U-118-MG,Tivozanib,0.175836,3
U-87-MG,Tivozanib,0.470111,3
YKG-1,Tivozanib,0.228343,3
ChaGo-K-1,Tivozanib,0.600841,1
NCI-H720,Tivozanib,0.379885,1
Calu-3,Tivozanib,0.602472,1
COR-L23,Tivozanib,0.23435,1
LK-2,Tivozanib,0.320167,1
NCI-H1437,Tivozanib,0.326288,1
NCI-H1623,Tivozanib,1.249851,1
NCI-H1648,Tivozanib,0.521896,1
NCI-H1693,Tivozanib,1.425276,1
NCI-H1770,Tivozanib,0.257227,1
NCI-H1838,Tivozanib,1.372302,1
NCI-H2085,Tivozanib,0.742679,1
NCI-H2126,Tivozanib,1.353744,1
NCI-H2170,Tivozanib,0.740411,1
NCI-H2228,Tivozanib,0.424697,1
NCI-H2342,Tivozanib,0.91752,1
NCI-H2347,Tivozanib,1.010938,1
NCI-H2405,Tivozanib,0.468137,1
NCI-H661,Tivozanib,0.885282,1
COR-L311,Tivozanib,0.445898,1
DMS-114,Tivozanib,0.615174,1
DMS-273,Tivozanib,0.376564,1
NCI-H1048,Tivozanib,-0.101188,1
NCI-H1092,Tivozanib,-0.26921,1
NCI-H1417,Tivozanib,0.465381,1
NCI-H1694,Tivozanib,0.23494,1
NCI-H187,Tivozanib,-0.079655,1
NCI-H2029,Tivozanib,0.514129,1
NCI-H209,Tivozanib,-0.856067,1
NCI-H2141,Tivozanib,0.334312,1
NCI-H2171,Tivozanib,0.123732,1
NCI-H2227,Tivozanib,0.472787,1
NCI-H345,Tivozanib,1.146054,1
NCI-H446,Tivozanib,0.637417,1
NCI-H526,Tivozanib,0.464331,1
NCI-H64,Tivozanib,-0.574624,1
NCI-H69,Tivozanib,-0.132992,1
NCI-H82,Tivozanib,0.234734,1
NCI-H2052,Tivozanib,0.632836,3
SK-N-DZ,Tivozanib,0.334175,3
SK-N-FI,Tivozanib,0.123859,3
VA-ES-BJ,Tivozanib,0.684074,3
LU-139,Tivozanib,0.180659,1
SBC-5,Tivozanib,-0.073547,1
SBC-1,Tivozanib,0.45775,1
LU-135,Tivozanib,-0.78009,1
SK-N-SH,Tivozanib,0.468079,3
NCI-H2030,Tivozanib,0.457967,1
NCI-H2122,Tivozanib,0.351776,1
NCI-H1734,Tivozanib,0.547982,1
NCI-H650,Tivozanib,0.749662,1
T-24,Tivozanib,0.227101,3
SK-N-AS,Tivozanib,0.848675,3
NCI-H1299,Tivozanib,1.007405,1
NCI-H2087,Tivozanib,0.766529,1
UM-UC-3,Tivozanib,0.015325,3
SW756,Tivozanib,1.060834,3
NCI-H727,Tivozanib,1.671506,1
Calu-6,Tivozanib,0.957676,1
LU-65,Tivozanib,0.969429,1
NCI-H1355,Tivozanib,1.385324,1
NCI-H1792,Tivozanib,-0.120897,1
HPAF-II,Tivozanib,0.464406,2
MIA-PaCa-2,Tivozanib,0.801105,2
SHP-77,Tivozanib,0.140707,1
NCI-H2009,Tivozanib,0.757049,1
NCI-H2291,Tivozanib,1.763845,1
SW1573,Tivozanib,1.289595,1
SW900,Tivozanib,1.016958,1
TE-5,Tivozanib,0.983475,0
HCC1954,Tivozanib,0.790945,1
HCC1143,Tivozanib,0.665243,1
HCC1187,Tivozanib,0.116513,1
HCC1395,Tivozanib,0.494549,1
HCC1599,Tivozanib,0.695907,1
HCC1937,Tivozanib,0.753657,1
HCC2157,Tivozanib,-1.538262,1
HCC2218,Tivozanib,0.793303,1
HCC38,Tivozanib,0.254058,1
BB30-HNC,Tivozanib,0.282562,3
BB49-HNC,Tivozanib,1.385392,3
BB65-RCC,Tivozanib,0.733579,2
BEN,Tivozanib,0.951194,1
BHY,Tivozanib,0.152593,3
Ca9-22,Tivozanib,0.056917,3
CADO-ES1,Tivozanib,-0.255154,3
CAL-12T,Tivozanib,0.78743,1
CAL-33,Tivozanib,0.338914,3
CP50-MEL-B,Tivozanib,0.577046,3
CP66-MEL,Tivozanib,1.048265,3
CPC-N,Tivozanib,0.613245,1
CTV-1,Tivozanib,-0.958335,3
D-542MG,Tivozanib,1.074101,3
DMS-79,Tivozanib,0.830272,1
DSH1,Tivozanib,0.48774,3
EBC-1,Tivozanib,0.597393,1
EC-GI-10,Tivozanib,0.661246,0
EPLC-272H,Tivozanib,0.684287,1
HA7-RCC,Tivozanib,0.819635,2
HCE-4,Tivozanib,0.114677,0
HO-1-u-1,Tivozanib,0.064605,3
HSC-2,Tivozanib,0.19228,3
IST-SL1,Tivozanib,0.505183,1
IST-SL2,Tivozanib,-0.447038,1
J82,Tivozanib,0.590522,3
KOSC-2,Tivozanib,0.275869,3
KP-4,Tivozanib,-1.662017,2
KYSE-140,Tivozanib,0.41921,0
KYSE-410,Tivozanib,0.170728,0
KYSE-520,Tivozanib,1.166758,0
KYSE-70,Tivozanib,0.889248,0
LB1047-RCC,Tivozanib,0.420573,2
LB2241-RCC,Tivozanib,0.768136,2
LB2518-MEL,Tivozanib,0.793086,3
LB373-MEL-D,Tivozanib,0.734887,3
LB771-HNC,Tivozanib,1.076642,3
LB831-BLC,Tivozanib,0.210828,3
LB996-RCC,Tivozanib,0.841369,2
LCLC-103H,Tivozanib,-0.663005,1
LU-134-A,Tivozanib,-0.410876,1
LU-165,Tivozanib,-0.267357,1
LXF-289,Tivozanib,0.415035,1
MS-1,Tivozanib,0.226523,1
MZ1-PC,Tivozanib,0.988441,2
MZ7-mel,Tivozanib,0.509247,3
NCI-H1304,Tivozanib,0.954417,1
NCI-H1563,Tivozanib,0.579491,1
NCI-H292,Tivozanib,0.783853,1
NCI-H510A,Tivozanib,0.026127,1
PC-14,Tivozanib,0.142675,1
SK-MM-2,Tivozanib,0.300813,3
TE-15,Tivozanib,0.858971,0
BE2-M17,Tivozanib,0.597469,3
KELLY,Tivozanib,0.257964,3
SIMA,Tivozanib,0.494628,3
TE-1,Tivozanib,1.120029,0
TE-10,Tivozanib,0.420417,0
TE-8,Tivozanib,0.725466,0
CAPAN-1,Tivozanib,0.531469,2
OVCAR-3,Tivozanib,0.980863,1
PC-3,Tivozanib,0.625115,1
DU-145,Tivozanib,0.870555,1
HCT-116,Tivozanib,-0.188608,0
HCT-15,Tivozanib,0.353072,0
HL-60,Tivozanib,0.208786,3
HT-29,Tivozanib,0.433899,0
K-562,Tivozanib,-2.778823,3
NCI-H226,Tivozanib,0.563148,1
NCI-H23,Tivozanib,0.064594,1
NCI-H460,Tivozanib,0.308792,1
NCI-H522,Tivozanib,0.930995,1
T47D,Tivozanib,1.332761,1
MCF7,Tivozanib,0.684397,1
786-0,Tivozanib,-0.271136,2
A498,Tivozanib,1.711679,2
ACHN,Tivozanib,0.619725,2
CCRF-CEM,Tivozanib,-0.21072,3
SK-MEL-28,Tivozanib,0.454881,3
SK-MEL-2,Tivozanib,0.53916,3
SK-MEL-5,Tivozanib,1.025368,3
Hs-578-T,Tivozanib,0.889535,1
MOLT-4,Tivozanib,-0.66026,3
SK-OV-3,Tivozanib,0.412864,1
MDA-MB-231,Tivozanib,0.476502,1
COLO-205,Tivozanib,0.519591,0
SW620,Tivozanib,0.145973,0
CAKI-1,Tivozanib,1.041864,2
RPMI-8226,Tivozanib,-0.003617,3
SR,Tivozanib,-1.002424,3
NCI-H322M,Tivozanib,1.464605,1
OVCAR-5,Tivozanib,0.213504,1
EKVX,Tivozanib,2.856243,1
HCC2998,Tivozanib,0.515759,0
HOP-62,Tivozanib,0.31393,1
HOP-92,Tivozanib,0.766341,1
LOXIMVI,Tivozanib,0.033142,3
M14,Tivozanib,0.249903,3
UACC-62,Tivozanib,0.594026,3
UACC-257,Tivozanib,0.584116,3
RXF393,Tivozanib,1.103036,2
SN12C,Tivozanib,0.956214,2
TK10,Tivozanib,0.782907,2
U031,Tivozanib,0.315861,2
SNB75,Tivozanib,0.856294,3
U251,Tivozanib,0.2377,3
SF539,Tivozanib,-0.944661,3
SF295,Tivozanib,0.306526,3
SF268,Tivozanib,0.589879,3
KM12,Tivozanib,-0.549939,0
OVCAR-4,Tivozanib,1.150007,1
OVCAR-8,Tivozanib,0.193525,1
BxPC-3,Tivozanib,0.586033,2
BHT-101,Tivozanib,0.562094,3
Becker,Tivozanib,0.552837,3
BE-13,Tivozanib,-1.191449,3
ARH-77,Tivozanib,-0.086841,3
AGS,Tivozanib,0.203243,0
ABC-1,Tivozanib,1.034896,1
A2058,Tivozanib,0.198357,3
A375,Tivozanib,-0.162858,3
A253,Tivozanib,0.502557,3
8305C,Tivozanib,1.043486,3
647-V,Tivozanib,0.160314,3
639-V,Tivozanib,-0.095211,3
BT-20,Tivozanib,0.854377,1
ACN,Tivozanib,0.335839,3
A2780,Tivozanib,0.301785,1
COR-L105,Tivozanib,0.943887,1
COR-L88,Tivozanib,1.268719,1
COLO-824,Tivozanib,0.564515,1
COLO-800,Tivozanib,0.266959,3
COLO-792,Tivozanib,-0.034656,3
COLO-741,Tivozanib,0.23924,0
COLO-680N,Tivozanib,0.48932,0
COLO-679,Tivozanib,0.281294,3
CHP-212,Tivozanib,0.242868,3
CFPAC-1,Tivozanib,0.443873,2
CCF-STTG1,Tivozanib,-0.586343,3
Ca-Ski,Tivozanib,0.125473,3
Caov-3,Tivozanib,0.145262,1
CAL-120,Tivozanib,0.78234,1
CAL-72,Tivozanib,0.973283,3
CAL-62,Tivozanib,0.380973,3
C32,Tivozanib,0.858098,3
Daudi,Tivozanib,-0.286995,3
DB,Tivozanib,0.562285,3
Daoy,Tivozanib,-1.298746,3
D-283MED,Tivozanib,0.396331,3
DBTRG-05MG,Tivozanib,0.699541,3
DEL,Tivozanib,-0.618061,3
Detroit562,Tivozanib,0.462702,3
DG-75,Tivozanib,0.565214,3
DK-MG,Tivozanib,-0.92772,3
DJM-1,Tivozanib,0.5144,3
DoTc2-4510,Tivozanib,0.410771,3
DU-4475,Tivozanib,-0.656023,1
EB2,Tivozanib,-1.64845,3
EB-3,Tivozanib,0.172162,3
ECC10,Tivozanib,-0.451117,0
EFM-19,Tivozanib,1.666156,1
EFO-27,Tivozanib,0.830344,1
EGI-1,Tivozanib,1.32462,3
EM-2,Tivozanib,-2.52215,3
ETK-1,Tivozanib,0.58515,3
EVSA-T,Tivozanib,0.085771,1
FADU,Tivozanib,0.477407,3
FTC-133,Tivozanib,0.71259,3
G-361,Tivozanib,0.410171,3
GAMG,Tivozanib,0.213807,3
GCIY,Tivozanib,0.638735,0
GDM-1,Tivozanib,-4.573138,3
GI-1,Tivozanib,0.330113,3
GI-ME-N,Tivozanib,-0.727689,3
GMS-10,Tivozanib,0.536257,3
GOTO,Tivozanib,0.525195,3
GR-ST,Tivozanib,0.65349,3
GCT,Tivozanib,0.354926,3
ESS-1,Tivozanib,-0.138057,3
H4,Tivozanib,-0.073584,3
H9,Tivozanib,-0.375536,3
HC-1,Tivozanib,-0.498687,3
HCC1419,Tivozanib,1.580999,1
HCC1569,Tivozanib,0.964044,1
HCC1806,Tivozanib,-0.208264,1
HCC70,Tivozanib,0.38362,1
HD-MY-Z,Tivozanib,-0.369952,3
HEC-1,Tivozanib,0.549944,3
HEL,Tivozanib,-0.065918,3
HGC-27,Tivozanib,-0.269263,0
HH,Tivozanib,-0.119275,3
HLE,Tivozanib,0.189744,2
HMV-II,Tivozanib,0.79378,3
HN,Tivozanib,0.22524,3
HOS,Tivozanib,-0.127694,3
HSC-3,Tivozanib,-0.002466,3
HSC-4,Tivozanib,1.125957,3
HT,Tivozanib,0.130598,3
HT-1080,Tivozanib,0.166173,3
HT-1197,Tivozanib,1.120617,3
HT-1376,Tivozanib,1.157988,3
HT-144,Tivozanib,0.325427,3
HT-3,Tivozanib,0.355361,3
HuCCT1,Tivozanib,-0.124383,3
HuH-7,Tivozanib,0.55002,2
HuO9,Tivozanib,-2.233079,3
HuTu-80,Tivozanib,-0.169804,0
IGR-1,Tivozanib,-0.24157,3
IMR-5,Tivozanib,-0.439936,3
IPC-298,Tivozanib,0.449295,3
IST-MEL1,Tivozanib,0.400143,3
IST-MES1,Tivozanib,0.140304,3
JAR,Tivozanib,0.410695,3
JEG-3,Tivozanib,0.380023,3
JiyoyeP-2003,Tivozanib,0.1858,3
JVM-2,Tivozanib,-0.258419,3
JVM-3,Tivozanib,0.570188,3
KALS-1,Tivozanib,1.111655,3
KARPAS-45,Tivozanib,-0.263416,3
KARPAS-299,Tivozanib,-0.195924,3
KARPAS-422,Tivozanib,-0.02429,3
KASUMI-1,Tivozanib,-5.809427,3
KE-37,Tivozanib,-0.775949,3
KG-1,Tivozanib,-1.083804,3
KINGS-1,Tivozanib,0.976807,3
KMOE-2,Tivozanib,0.14145,3
KMS-12-BM,Tivozanib,-0.380206,3
KNS-42,Tivozanib,0.991058,3
HuP-T3,Tivozanib,0.57996,2
HuP-T4,Tivozanib,0.462323,2
HT55,Tivozanib,0.818937,0
HT-115,Tivozanib,0.45514,0
H-EMC-SS,Tivozanib,0.360734,3
GP5d,Tivozanib,0.285139,0
DMS-53,Tivozanib,1.007045,1
G-402,Tivozanib,-2.295425,3
G-401,Tivozanib,0.415876,3
KY821,Tivozanib,0.214223,3
KU812,Tivozanib,-0.084221,3
KU-19-19,Tivozanib,0.560097,3
KS-1,Tivozanib,0.910511,3
KP-N-YN,Tivozanib,0.932475,3
KYSE-150,Tivozanib,0.529503,0
KYSE-180,Tivozanib,0.373396,0
KYSE-270,Tivozanib,0.001278,0
KYSE-450,Tivozanib,-0.288721,0
KYSE-510,Tivozanib,-0.072389,0
L-428,Tivozanib,-0.099569,3
L-540,Tivozanib,-0.525041,3
LAMA-84,Tivozanib,-2.772254,3
LC-2-ad,Tivozanib,-0.754286,1
LC4-1,Tivozanib,-0.153076,3
LNCaP-Clone-FGC,Tivozanib,0.235914,1
LOUCY,Tivozanib,-0.554381,3
LoVo,Tivozanib,0.426921,0
LP-1,Tivozanib,0.076057,3
LS-123,Tivozanib,1.429332,0
LS-411N,Tivozanib,0.083521,0
LS-513,Tivozanib,0.572505,0
LU-99A,Tivozanib,0.509043,1
MC116,Tivozanib,-1.152023,3
MC-IXC,Tivozanib,-0.70663,3
MDA-MB-175-VII,Tivozanib,1.064577,1
MDA-MB-361,Tivozanib,0.41063,1
MDA-MB-453,Tivozanib,0.892059,1
MDA-MB-468,Tivozanib,0.396876,1
MEL-JUSO,Tivozanib,-0.314583,3
MEG-01,Tivozanib,-2.955953,3
MES-SA,Tivozanib,0.076352,3
Mewo,Tivozanib,0.79879,3
MFE-280,Tivozanib,0.175796,3
MFE-296,Tivozanib,0.749764,3
MG-63,Tivozanib,0.994715,3
MHH-ES-1,Tivozanib,0.36927,3
MHH-NB-11,Tivozanib,-0.167442,3
MHH-PREB-1,Tivozanib,0.043178,3
MKN1,Tivozanib,0.468042,0
MKN28,Tivozanib,0.341231,0
ML-2,Tivozanib,0.130995,3
MLMA,Tivozanib,-0.201311,3
MN-60,Tivozanib,-0.12574,3
MOG-G-CCM,Tivozanib,0.598843,3
MOG-G-UVW,Tivozanib,0.325625,3
MOLT-13,Tivozanib,-0.80681,3
MONO-MAC-6,Tivozanib,0.246029,3
Mo-T,Tivozanib,-0.422593,3
MPP-89,Tivozanib,0.99355,3
MRK-nu-1,Tivozanib,0.38728,1
MSTO-211H,Tivozanib,0.322646,3
MV-4-11,Tivozanib,-1.981389,3
NALM-6,Tivozanib,-0.204976,3
NAMALWA,Tivozanib,-0.477087,3
NB69,Tivozanib,-0.262627,3
NCI-H520,Tivozanib,-0.362532,1
NCI-SNU-1,Tivozanib,0.254452,0
NCI-SNU-5,Tivozanib,0.766729,0
NCI-SNU-16,Tivozanib,0.281146,0
NH-12,Tivozanib,0.852517,3
NKM-1,Tivozanib,-1.365487,3
NMC-G1,Tivozanib,0.950596,3
no-11,Tivozanib,1.228447,3
NOMO-1,Tivozanib,0.643731,3
no-10,Tivozanib,0.847217,3
NUGC-3,Tivozanib,0.731875,0
NCI-H747,Tivozanib,0.991005,0
NCI-H716,Tivozanib,-1.231843,0
NCI-H596,Tivozanib,0.564678,1
NCI-H441,Tivozanib,1.469121,1
NCI-H2452,Tivozanib,0.971521,3
NCI-H1793,Tivozanib,1.652927,1
NCI-H358,Tivozanib,0.744135,1
NCI-H1155,Tivozanib,-0.477485,1
NCI-H1436,Tivozanib,0.854579,1
NCI-H28,Tivozanib,0.939174,3
NCI-H1581,Tivozanib,-0.298776,1
NCI-H1573,Tivozanib,0.661385,1
NCI-H1666,Tivozanib,0.956685,1
NCI-H1703,Tivozanib,-2.994032,1
NCI-H1755,Tivozanib,0.950964,1
NCI-H1993,Tivozanib,1.014846,1
NCI-H2081,Tivozanib,1.040226,1
NCI-H2196,Tivozanib,0.099759,1
NCI-H630,Tivozanib,0.975034,0
NCI-H524,Tivozanib,0.172917,1
NCI-H748,Tivozanib,-0.815062,1
ONS-76,Tivozanib,-0.298684,3
OPM-2,Tivozanib,-0.037326,3
OS-RC-2,Tivozanib,1.221862,2
P12-ICHIKAWA,Tivozanib,-0.34287,3
P30-OHK,Tivozanib,-0.752041,3
P31-FUJ,Tivozanib,-0.304829,3
PA-1,Tivozanib,-0.841859,1
OCUB-M,Tivozanib,-0.191242,1
OC-314,Tivozanib,-0.461722,1
PF-382,Tivozanib,-0.441732,3
Raji,Tivozanib,0.363194,3
RCM-1,Tivozanib,1.205997,0
RD,Tivozanib,0.816616,3
REH,Tivozanib,-0.715557,3
RF-48,Tivozanib,0.507301,0
RKO,Tivozanib,0.281193,0
RMG-I,Tivozanib,0.666791,1
RPMI-2650,Tivozanib,0.333373,3
RPMI-6666,Tivozanib,-1.068616,3
RPMI-8402,Tivozanib,-0.636651,3
RS4-11,Tivozanib,-0.352183,3
RT-112,Tivozanib,-0.10901,3
RVH-421,Tivozanib,0.669339,3
Saos-2,Tivozanib,1.640337,3
SAS,Tivozanib,0.772394,3
SCC-9,Tivozanib,0.494677,3
SCH,Tivozanib,1.004059,0
SF126,Tivozanib,0.228245,3
SH-4,Tivozanib,1.432779,3
SIG-M5,Tivozanib,-0.756817,3
SJRH30,Tivozanib,0.211348,3
SJSA-1,Tivozanib,0.331305,3
SK-CO-1,Tivozanib,0.298261,0
SK-HEP-1,Tivozanib,0.341456,2
SK-LMS-1,Tivozanib,0.225622,3
SK-LU-1,Tivozanib,1.049972,1
SK-MEL-1,Tivozanib,-0.017917,3
SK-MEL-3,Tivozanib,0.449802,3
SK-MEL-24,Tivozanib,1.11293,3
SK-MEL-30,Tivozanib,0.392651,3
SK-MES-1,Tivozanib,0.598092,1
SK-MG-1,Tivozanib,0.153531,3
SK-NEP-1,Tivozanib,0.350044,2
SK-PN-DW,Tivozanib,0.390085,3
SK-UT-1,Tivozanib,0.24935,3
SNG-M,Tivozanib,0.376086,3
SNU-387,Tivozanib,0.901564,2
SNU-423,Tivozanib,0.149365,2
SNU-449,Tivozanib,0.891011,2
SNU-475,Tivozanib,-0.758989,2
SNU-C2B,Tivozanib,0.929758,0
SU-DHL-1,Tivozanib,-1.158309,3
SUP-T1,Tivozanib,0.351889,3
SW13,Tivozanib,0.639632,3
SW1088,Tivozanib,-0.395004,3
SW1116,Tivozanib,1.343242,0
SW1417,Tivozanib,0.987252,0
SW1463,Tivozanib,2.216654,0
SW1710,Tivozanib,0.584687,3
SW1783,Tivozanib,-0.010342,3
SW48,Tivozanib,0.512975,0
SW626,Tivozanib,0.010733,1
SW684,Tivozanib,1.681072,3
SW837,Tivozanib,1.419758,0
SW872,Tivozanib,0.164536,3
SW948,Tivozanib,1.87375,0
SW962,Tivozanib,0.935447,3
SW982,Tivozanib,0.076019,3
T84,Tivozanib,0.435982,0
TALL-1,Tivozanib,0.465092,3
TGBC1TKB,Tivozanib,0.654821,3
TGBC11TKB,Tivozanib,0.195788,0
THP-1,Tivozanib,0.222514,3
TUR,Tivozanib,-0.058263,3
TYK-nu,Tivozanib,0.132666,1
U-2-OS,Tivozanib,-0.015283,3
U-698-M,Tivozanib,0.56016,3
UACC-893,Tivozanib,1.322597,1
UMC-11,Tivozanib,0.171862,1
VM-CUB-1,Tivozanib,0.488773,3
VMRC-RCZ,Tivozanib,0.981739,2
WM-115,Tivozanib,-0.007927,3
WSU-NHL,Tivozanib,-0.044831,3
YAPC,Tivozanib,0.955053,2
YH-13,Tivozanib,-0.383279,3
RCC10RGB,Tivozanib,2.405325,2
KURAMOCHI,Tivozanib,0.710976,1
KM-H2,Tivozanib,-0.405955,3
HuO-3N1,Tivozanib,-0.785088,3
OE19,Tivozanib,1.050991,0
NCI-H838,Tivozanib,0.615916,1
Ramos-2G6-4C10,Tivozanib,-0.360531,3
RPMI-8866,Tivozanib,0.127904,3
QIMR-WIL,Tivozanib,-0.619363,3
PSN1,Tivozanib,-0.110665,2
OAW-42,Tivozanib,0.669529,1
OE33,Tivozanib,0.514054,0
CW-2,Tivozanib,0.628142,0
CMK,Tivozanib,-0.123337,3
CHP-126,Tivozanib,0.484357,3
CGTH-W-1,Tivozanib,-1.761982,3
COLO-320-HSR,Tivozanib,-0.082603,0
ATN-1,Tivozanib,-0.024516,3
CESS,Tivozanib,-0.112757,3
COLO-678,Tivozanib,1.095391,0
COLO-684,Tivozanib,0.096044,3
COLO-668,Tivozanib,-0.306636,1
LN-405,Tivozanib,0.586086,3
TGBC24TKB,Tivozanib,0.435898,3
A388,Tivozanib,0.78136,3
BFTC-909,Tivozanib,0.494275,2
C2BBe1,Tivozanib,0.781639,0
SCC-25,Tivozanib,0.71313,3
AsPC-1,Tivozanib,0.809502,2
CA46,Tivozanib,0.462349,3
AU565,Tivozanib,0.801886,1
BL-41,Tivozanib,-0.888835,3
BL-70,Tivozanib,-1.28856,3
BV-173,Tivozanib,-2.39276,3
IA-LM,Tivozanib,0.651414,1
TGW,Tivozanib,0.066438,3
AN3-CA,Tivozanib,0.802468,3
A204,Tivozanib,-2.956605,3
NY,Tivozanib,0.627985,3
C3A,Tivozanib,0.851892,2
A427,Tivozanib,0.400902,1
CAL-85-1,Tivozanib,1.137875,1
CHL-1,Tivozanib,0.214549,3
RL,Tivozanib,0.12918,3
NCI-H1651,Tivozanib,0.918582,1
RPMI-7951,Tivozanib,0.21015,3
SCC-4,Tivozanib,1.109629,3
SNU-C1,Tivozanib,1.709612,0
ST486,Tivozanib,-0.360069,3
SW1990,Tivozanib,0.701215,2
UACC-812,Tivozanib,0.016187,1
SCC-15,Tivozanib,1.329803,3
Capan-2,Tivozanib,0.138969,2
CAL-27,Tivozanib,0.445821,3
BC-3,Tivozanib,-0.015119,3
BC-1,Tivozanib,-0.401581,3
A704,Tivozanib,0.465579,2
A101D,Tivozanib,0.99413,3
769-P,Tivozanib,0.050123,2
23132-87,Tivozanib,0.560092,0
A431,Tivozanib,0.158713,3
BFTC-905,Tivozanib,-0.041138,3
CAL-51,Tivozanib,-0.011637,1
SCC-3,Tivozanib,-0.950696,3
RERF-LC-MS,Tivozanib,0.515595,1
GAK,Tivozanib,0.469874,3
AM-38,Tivozanib,0.027189,3
A4-Fuk,Tivozanib,0.441528,3
A3-KAW,Tivozanib,-0.343296,3
DOK,Tivozanib,1.433466,3
COR-L279,Tivozanib,0.127361,1
CHP-134,Tivozanib,0.988583,3
NEC8,Tivozanib,-0.089142,3
